Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
577,11.884489021402711,0.17647058823529413,0.75,0.3356137766879639,0.30862935308239403,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.3181818181818182,0.4,1.0,0.75,0.0,0.6666666666666665,0.75,0.5955882352941176,0.9836065573770493,0.0,0.0,0.30000000000000004,0.1,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.36857876712328763,0.14091653027823242,1.0,0.75,1.0,1.0,0.365326692153098,0.29055690072639223,0.0,0.5258948176251739,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.8,0.4,0.7570093457943925,0.3333333333333333,0.25,0.15232722143864597,0.75,1.0,1.0,0.0,0.09140767824497258,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
1253,11.77528972943772,0.0,0.75,0.40071794056087273,0.3965072274810577,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.4090909090909091,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.625,0.3014705882352941,0.6885245901639345,0.0,0.0,0.6000000000000001,0.5,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.09036144578313253,0.6666666666666666,0.0,0.15154109589041095,0.14140752864157122,1.0,0.5,1.0,1.0,0.364029946099111,0.0,0.0,0.3402863244706711,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8,0.38317757009345793,0.6666666666666666,0.25,0.20310296191819463,0.75,1.0,1.0,0.03850641773628938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03870967741935484,0.9090909090909091,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
1062,11.302204433654575,0.05882352941176469,0.0,0.6451425851264736,0.5143463003616666,0.0,1.0,0.0,0.6666666666666666,1.0,0.25,0.0,0.0,0.4,1.0,0.75,0.6000000000000001,0.2222222222222222,0.375,0.5367647058823529,0.9672131147540984,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.0,1.0,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3827054794520548,0.1463175122749591,1.0,0.5,1.0,1.0,0.3725921519047035,0.0,0.0,0.34829006585010447,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.4,0.1308411214953271,0.6666666666666666,0.75,0.8801128349788434,0.75,1.0,1.0,0.0,0.03656307129798903,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.03612903225806452,0.6363636363636364,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
568,12.273731294003989,0.0,0.75,0.44563844305834177,0.4026248044909515,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.9545454545454546,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.044117647058823525,0.11475409836065574,0.0,0.0,0.9,0.9,0.5,0.105,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.00035435861091424523,0.6666666666666666,0.0,0.6485445205479452,0.24828150572831426,1.0,1.0,1.0,1.0,0.5771656103646157,0.0,0.0,0.5395203506372361,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.2,0.8,0.05607476635514018,0.6666666666666666,0.5,0.37517630465444285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.1818181818181818,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
1109,12.106252310247962,0.2352941176470588,0.75,0.38858111692291897,0.3571685350797946,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.5909090909090909,0.4,1.0,0.75,1.0,0.5555555555555556,0.5,0.051470588235294115,0.13114754098360656,0.0,0.0,0.9,0.9,0.25,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3955479452054794,0.15122749590834697,1.0,1.0,1.0,1.0,0.3947867863512178,0.3593220338983051,0.0,0.5735504722413585,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.06542056074766354,0.6666666666666666,0.5,0.32651622002820874,0.75,1.0,1.0,0.11668611435239205,0.08775137111517367,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.9090909090909091,0.25,0.6666666666666666,0.0,1.0,0.0,0.0
1114,11.809319478024031,0.0,0.75,0.4238592228593645,0.37700379289944896,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.39705882352941174,0.03278688524590164,0.0,0.0,0.30000000000000004,0.1,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.11392629340892985,0.6666666666666666,0.0,0.15625,0.16497545008183306,1.0,0.75,1.0,1.0,0.4180108425067188,0.0,0.0,0.3907463512542253,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.5046728971962616,0.3333333333333333,0.25,0.1692524682651622,0.75,1.0,1.0,0.0,0.03290676416819013,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
169,12.119969946476761,0.2352941176470588,0.75,0.40071794056087273,0.3615134507965436,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5909090909090909,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.022058823529411763,0.06557377049180328,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3595890410958904,0.1374795417348609,1.0,1.0,1.0,1.0,0.34901428442051285,0.4261501210653753,0.0,0.5797749779095471,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.02803738317757009,1.0,0.5,0.31029619181946405,0.75,1.0,1.0,0.11668611435239205,0.08775137111517367,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
1103,11.813030057420567,0.0,0.75,0.44563844305834177,0.32949890721091957,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.34558823529411764,0.09836065573770493,0.0,0.0,0.30000000000000004,0.1,0.5,0.028125,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.1041814316087881,0.6666666666666666,0.0,0.18065068493150685,0.16530278232405893,1.0,1.0,1.0,1.0,0.46258387163250303,0.0,0.0,0.4324121329138686,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.4392523364485981,0.6666666666666666,0.25,0.17912552891396333,0.75,1.0,1.0,0.0,0.029250457038391225,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.2727272727272727,0.25,0.6666666666666666,0.5,0.0,0.0,0.0
1121,11.681824001432043,0.05882352941176469,0.25,0.38236013085753795,0.3619640025230597,1.0,1.0,0.0,0.0,1.0,0.25,0.5,0.0,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.5,0.6397058823529411,0.9508196721311476,0.0,0.0,0.8,0.8,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.43321917808219174,0.1656301145662848,1.0,0.5,1.0,0.6666666666666666,0.41950959041868385,0.0,0.0,0.392147344287177,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.8,0.4,0.8130841121495327,0.3333333333333333,0.25,0.21720733427362482,0.75,1.0,1.0,0.0,0.04021937842778794,0.2028985507246377,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
68,12.328290278254423,0.0,0.75,0.4560656102716869,0.4119070491501333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.029411764705882353,0.0819672131147541,0.0,0.0,0.9,0.9,0.5,0.104375,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.1794826364280652,0.6666666666666666,0.0,0.18835616438356162,0.23780687397708677,1.0,1.0,1.0,1.0,0.5631014385598587,0.0,0.0,0.5263735054904308,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.2,0.8,0.037383177570093455,0.6666666666666666,0.5,0.3935119887165021,0.75,1.0,1.0,0.16802800466744455,0.05301645338208409,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
1041,11.951180395901384,0.0,0.75,0.5303418530338768,0.45252844162346295,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.375,0.3602941176470588,0.11475409836065574,0.0,0.0,0.30000000000000004,0.1,0.0,0.041875,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.029766123316796598,0.16666666666666666,0.6051464063886425,0.12157534246575341,0.18559738134206222,1.0,1.0,1.0,1.0,0.6380636971112041,0.0,0.0,0.5964463984208179,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.5,0.0,0.3333333333333333,0.6000000000000001,0.8,0.4579439252336448,0.6666666666666666,0.5,0.3413258110014104,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
454,12.254862809699606,0.2352941176470588,1.0,0.4711754616031938,0.37868546650993684,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.8181818181818182,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.007352941176470588,0.03278688524590164,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3287671232876712,0.12569558101472997,1.0,1.0,1.0,1.0,0.3238692426521421,0.3893462469733656,0.0,0.551973646389059,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.009345794392523364,0.6666666666666666,0.5,0.4767277856135402,0.75,1.0,1.0,0.0,0.054844606946983544,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.4545454545454545,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
671,12.063932878369052,0.2352941176470588,0.75,0.4124694024171558,0.37053726808937393,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.6818181818181819,0.4,1.0,0.75,1.0,0.5555555555555556,0.5,0.029411764705882353,0.0819672131147541,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.03419560595322466,0.6666666666666666,0.0,0.23330479452054792,0.12078559738134208,1.0,1.0,1.0,1.0,0.30002303394576924,0.35738498789346246,0.0,0.5256552305666107,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.2,0.8,0.037383177570093455,1.0,0.5,0.38081805359661497,0.75,1.0,1.0,0.11668611435239205,0.06398537477148081,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.09090909090909091,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
1095,11.76756768334381,0.0,0.75,0.4662070654230954,0.2949751173223445,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.39705882352941174,0.18032786885245902,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.04394046775336641,0.3333333333333333,0.2129547471162378,0.1917808219178082,0.15319148936170213,1.0,1.0,1.0,1.0,0.38996591411060066,0.0,0.0,0.36453063546978814,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.0,0.2,0.8,0.5046728971962616,1.0,0.25,0.21720733427362482,0.75,1.0,1.0,0.0,0.0,0.14492753623188406,0.0,0.3333333333333333,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
193,12.165250651009918,0.0,0.75,0.4349089973815976,0.3790548058667096,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.07352941176470588,0.18032786885245902,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.09922041105598867,0.6666666666666666,0.0,0.3728595890410959,0.2342062193126023,1.0,1.0,1.0,1.0,0.5506159068448597,0.0,0.0,0.5147023346379038,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.09345794392523364,1.0,0.5,0.4696755994358251,0.75,1.0,1.0,0.0,0.06398537477148081,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.7272727272727273,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
124,11.94405831982697,0.588235294117647,0.75,0.356374729510597,0.35297311987028035,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.4545454545454546,0.4,1.0,1.0,0.6000000000000001,0.5555555555555556,0.5,0.11029411764705882,0.26229508196721313,0.0,0.0,0.7000000000000001,0.7000000000000001,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.05315379163713679,0.6666666666666666,0.0,0.3848458904109589,0.19623567921440263,1.0,1.0,1.0,1.0,0.4836764868331156,0.0,0.0,0.4521289957077239,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.2,0.8,0.14018691588785046,0.6666666666666666,0.5,0.37376586741889983,0.75,1.0,1.0,0.0,0.11517367458866545,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.1818181818181818,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
416,12.106992367829498,0.0,0.75,0.4611710699445053,0.3764766673318143,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5909090909090909,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.0,0.01639344262295082,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.004252303330970942,0.6666666666666666,0.0,0.5633561643835616,0.2193126022913257,1.0,1.0,1.0,1.0,0.5257513647205152,0.0,0.0,0.49145956645411326,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.0,1.0,0.5,0.27926657263751764,0.75,1.0,1.0,0.11668611435239205,0.054844606946983544,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.25,1.0,1.0,0.0,0.0,0.0
